0,1,2,target
-3.2015549754626895,7.758763481230593,7.685512825177597,8.242346437921256
6.183702681120883,6.9471023264234875,12.239351932588864,13.672660222425014
6.836439057514888,3.580454343380202,-9.424300254821556,11.611269350585523
-6.314405894581982,12.829304485018774,-8.292915369524566,10.354612268272524
6.3229527125121825,9.950515739073483,-0.6869905242500985,6.182830024295767
6.13849968466821,17.874189044172127,-0.7324078109938903,6.182602697650123
2.640180484707983,0.9206787599562164,-4.517484804695416,5.259814128229412
12.339754180042702,13.464166364808822,3.8455915310232065,12.875906829228462
-6.055978044422573,15.9642673561942,-8.471397206702033,10.377764494949709
4.323124867727464,16.116379122220486,-10.578986111099924,11.385815806222022
0.9054737629353352,18.486728163926276,-4.772441812572177,4.906393268557352
3.794651701442856,15.423369188072693,13.3051065026741,13.85357397897414
12.629933267072403,19.42526705025922,-0.0606682546031566,12.557976035005165
6.072569364785439,6.853409051779035,2.845720068775331,6.713637950914677
6.216917334955991,10.73796952792022,0.8969615750974187,6.426048924035786
6.416065825843496,0.3879826236469569,1.000018010757426,6.440935762757043
1.931710492346325,0.23810943182061975,7.34684670614459,7.579804566564784
-9.511724677309939,5.079424584160796,-1.988480941978609,9.65810183200419
-6.918480424243359,2.1768613032285584,5.156358061501218,8.783374872347022
2.7624823948777535,5.341222924176022,6.881865526813018,7.457158962457011
-5.40755528184726,3.7290702708208117,-9.231030083683294,10.47896665779712
5.892805345106612,0.5060442215665285,-1.5287972857259864,6.027087643920688
2.7955456210495697,18.95649302262073,6.842882645568016,7.4657874252561305
-2.5226518829723754,0.21378109223752517,7.760857548697269,8.16526800672592
-8.28084980313638,15.573539986644747,3.6405787204511775,9.010747316201849
10.90934651994415,3.156768742887041,-5.35965516311023,12.112498076647473
6.202487016777938,19.13562077275815,1.840074048396613,6.594270041814265
-9.325431243920336,18.634899666879296,-1.1359955838539453,9.558934382213916
-6.77883684206658,13.732645788363195,-7.79197069264063,10.295764752634362
2.2278225069228936,14.19292475705155,-4.677532147278347,5.150173806456766
-5.455806555078848,0.1912747550362367,-8.948866254619869,10.438364310764262
6.239399887203093,20.736820505948735,0.23820303456726089,6.319540983092186
2.9619271217866636,18.372641558372646,-4.3194563115109945,5.325485800265292
6.428603704179706,18.732217835989218,12.178287380639754,13.655424479182715
4.297343195962723,13.923675725392405,13.18116262685864,13.813256483918725
11.931706398325812,7.321725394966941,-2.766395128656282,12.331354490457125
2.1163736211971163,18.74942213235691,7.133115729984678,7.583306118636765
4.486875200018832,6.079238300418471,-3.440593499444273,5.632926967853811
1.659682301573649,11.93366711953083,-10.909210121728265,11.161133328686995
-7.313470525649653,2.0583555527402058,4.644695326469019,8.860728502759367
5.298582261438177,19.435661455240133,-2.271879652465766,5.862572246520958
-9.409908570143438,2.94249529570967,0.6072425531131449,9.37932140948327
1.629498673406343,4.618079642234853,-4.655149712084147,5.036493156294853
10.08193848397156,11.882048534694885,8.786059218338778,13.282531865174745
4.817597268808579,16.05795939404576,5.412668262473593,7.1513328476568345
-0.5938581735447149,12.93530302667347,-10.919993949557298,10.956514404482682
1.630822321225619,4.7357316020257585,7.3572862758066515,7.650196660439877
-9.368167942456807,-0.10919618674638634,-1.8856328148208708,9.613914604482265
-8.93811894454639,15.862871046046763,-4.275066796574582,9.865011972065302
6.4387314535141495,20.881866732486326,1.1072078968050347,6.4546011787717
4.009635329654672,16.949709338560474,13.246109134162742,13.850508811240884
10.116552572360252,9.809084464523544,-6.240313808683651,12.017843730667467
7.498529463496589,18.96603612252093,11.5082870859681,13.56695789900502
10.843325105204551,8.488686096375181,7.128559026843774,13.145938071388853
-6.360102237839323,10.97629465026778,-8.23440391766711,10.347463523427884
8.973352937677326,9.891626322935604,9.88771232962598,13.400848953231693
4.300387286145292,9.31450448077964,-3.7076296910131417,5.54641116341696
6.279868504498013,16.19043134898443,1.8580218313152583,6.559483942801147
2.121460908865513,10.871766665911206,-4.586714762528545,5.138646136134078
0.7293610648364344,6.8023391694110105,7.823469288576985,7.778555111732116
-4.203351145163558,5.442423223850272,7.303206110055964,8.375586134101695
3.891610636753384,0.724065815754291,5.922149809141053,7.269793354723414
12.469586738394067,12.269274174187304,-0.6503884367744545,12.523055991902705
